Reynard Webber
Reznak mo Reznak
Rhae Targaryen
Rhaegar Frey
Rhaegar Targaryen
Rhaegel Targaryen
Rhaego
Rhaella Targaryen
Rhaelle Targaryen
Rhaena Targaryen
Rhaenyra Targaryen
Rhaenys Targaryen
Rhea Florent
Rhea Royce
Rhialta Vance
Rhonda Rowan
Ricasso
Richard Horpe
Richard Lonmouth
Richard Morrigen
Rickard Karstark
Rickard Ryswell
Rickard Stark
Rickard Thorne
Rickard Tyrell
Rickard Wylde
Rickon Stark
Rills
Rillwater Crossing
Riverrun
Riverspring
Rob
Robar Royce
Robb Reyne
Robb Stark
Robert Arryn
Robert Ashford
Robert Brax
Robert Frey
Robert I Baratheon
Robert Paege
Robett Glover
Robin Flint
Robin Greyjoy
Robin Hollard
Robin Moreland
Robin Peasebury
Robin Ryger
Robyn Rhysling
Robyn Ryswell
Rodrik Arryn
Rodrik Cassel
Rodrik Greyjoy
Rodrik Harlaw
Rodrik Ryswell
Rodrik Stark
Rodwell Stark
Roelle
Roger Hogg
Roger Ryswell
Rohanne
Rohanne Webber
Roland Crakehall
Rolder
Rolfe
Rollam Westerling
Rolland Darklyn
Rolland Longthorpe
Rolland Storm
Rolland Uffering
Rolly Duckfield
Rolph Spicer
Romny Weaver
Ronald Connington
Ronald Storm
Ronald Vance
Ronel Rivers
Ronnel Harclay
Ronnel Stout
Ronnet Connington
Rook's Rest
Roose Bolton
Roose Ryswell
Roryn Drumm
Rosamund Lannister
Rosby
Rose of Red Lake
Roslin Frey
Rowan Gold-Tree
Royce Coldwater
Rufus Leek
Runcel Hightower
Runestone
Rupert Brax
Rupert Crabb
Russell Merryweather
Ryam Florent
Ryam Redwyne
Rycherd Crane
Ryella Frey
Ryella Royce
Ryger Rivers
Ryk
Rylene Florent
Ryman Frey
Rymolf
Ryon Allyrion
Saera Targaryen
Salladhor Saan
Sallei Paege
Salt Shore
Saltcliffe
Saltpans
Sam Stoops
Samwell Spicer
Samwell Stone
Samwell Tarly
Sandor Clegane
Sandor Frey
Sandstone
Sansa Stark
Sarella Sand
Sargon Botley
Sarra Frey
Sarsfield
Sarya Whent
Sawane Botley
Scattered (formerly Riverrun)
Scattered (formerly Winterfell)
Seagard
Sealskin Point
Sebastion Errol
Sebaston Farman
Sefton Staunton
Selmond Stackspear
Selwyn Tarth
Selyse Florent
Senelle
Serala of Myr
Serra
Serra Frey
Shadrich
Shaera Targaryen
Sharna
Sharp Point
Shatterstone
Shella Whent
Shiera Crakehall
Shiera Seastar
Shierle Swyft
Shireen Baratheon
Shirei Frey
Shortear
Shyra
Shyra Errol
Sigfry Stonetree
Sigfryd Harlaw
Sigorn
Sigrin
Silverhill
Simon Leygood
Simon Staunton
Simon Toyne
Sisterton
Skahaz mo Kandaq
Skinner
Skittrick
Skyreach
Smithyton
Snakewood
Southshield
Sow's Horn
Spottswood
Squint
Stafford Lannister
Standfast
Stannis Baratheon
Stannis Seaworth
Starfall
Starpike
Steffarion Sparr
Steffon Baratheon
Steffon Darklyn
Steffon Fossoway
Steffon Frey
Steffon Hollard
Steffon Seaworth
Steffon Stackspear
Steffon Swyft
Steffon Varner
Stevron Frey
Stokeworth
Stone Hedge
Stonedance
Stonehelm
Stony Shore
Storm's End
Stripped (formerly Brightwater Keep)
Strongsong
Stygg
Summerhall (formerly)
Sumner Crakehall
Sunhouse
Sweetport Sound
Sybell Spicer
Sybelle Glover
Sylas
Sylva Santagar
Sylwa Paege
Symon Hollard
Symon Santagar
Symon Stripeback
Symond Botley
Symond Frey
Symond Templeton
Syrio Forel
Taena of Myr
Tal Toraq
Talbert Serry
Talla Tarly
Tallad
Tanda Stokeworth
Tanton Fossoway
Tarbeck Hall
Ten Towers
Teora Kyndall
Terrance Lynderly
Terrence Kenning
Terrence Toyne
The Arbor
The Crag
The Crownlands
The Dreadfort
The Dun Fort
The Dyre Den
The Eyrie (summer)
The Grey Glen
The Hightower, Oldtown
The Last Hearth
The Neck
The North
The Reach
The Ring
The Riverlands
The Sparr
The Stonehouse
The Stormlands
The Tickler
The Tor
The Twins
The Vale
The Westerlands
The Whispers (former)
Theo Frey
Theo Wull
Theodan Wells
Theodore Tyrell
Theomar Smallwood
Theomore Harlaw
Theomore Lannister
Theon Greyjoy
Thormor Ironmaker
Three Towers
Three-Tooth
Timoth
Tion Frey
Tion Lannister
Titus Peake
Tobbot
Tom Costayne
TomToo
Tomard
Tommard Heddle
Tommen Baratheon
Tommen Costayne
Torghen Flint
Torren Liddle
Torrence Teague
Torrhen Karstark
Torrhen's Square
Tower of Glimmering, Harlaw
Trebor Jordayne
Tregar
Tremond Gargalen
Tristan Mudd
Tristan Ryger
Tristifer Botley
Tristifer IV Mudd
Tristifer V
Triston
Triston Farwynd
Triston Sunderland
Trystane Martell
Tumbleton
Turnip
Tya Lannister
Tyana Wylde
Tybolt Crakehall
Tybolt Hetherspoon
Tybolt Lannister
Tyene Sand
Tygett Lannister
Tyland Lannister
Tymor
Tyrek Lannister
Tyrion Lannister
Tyrion Tanner
Tysane Frey
Tysha
Tyta Frey
Tytos Blackwood
Tytos Brax
Tytos Frey
Tytos Lannister
Tywin Frey
Tywin Lannister
Ulf
Uller
Ulrick Dayne
Ulwyck Uller
Umfred
Unknown
Uplands
Urek Ironmaker
Urrigon Greyjoy
Urzen
Utherydes Wayn
Uthor Tollett
Uthor of the High Tower
Vaemond Velaryon
Vaith
Valarr Targaryen
Vardis Egen
Varly
Vayon Poole
Velaena Velaryon
Vickon Botley
Vickon Greyjoy
Victaria Tyrell
Victarion Greyjoy
Victor Tyrell
Visenya Targaryen
Viserys I
Viserys II
Viserys Plumm
Viserys Targaryen
Volmark
Vortimer Crane
Vylarr
Walda Frey
Walda Rivers
Walder Brax
Walder Frey
Walder Goodbrook
Walder Haigh
Walder Rivers
Waldon Wynch
Wallace Waynwood
Walter Whent
Walton
Walton Frey
Walton Stark
Waltyr Frey
Warryn Beesbury
Wat
Wate
Wayfarer's Rest
Waymar Royce
Wayn
Weese
Wendamyr
Wendel Frey
Wendel Manderly
Wendell Webber
Werlag
Wex Pyke
Whalen Frey
Whitegrove (formerly)
Wickenden
Widow's Watch
Wilbert Osgrey
Will
Will Humble
Willam Dustin
Willam Stark
Willam Wells
Willam Wythers
Willas Tyrell
Willem Darry
Willem Frey
Willem Lannister
Willem Wylde
William Mooton
Willis Fell
Willis Wode
Willit
Willow Wood
Witch Isle
Wolf's Den
Wolmer
Wulfe
Wyl
Wyl Waynwood
Wylis Manderly
Wylla
Wylla Manderly
Wyman Manderly
Wynafrei Whent
Wynafryd Manderly
Wyndhall
Wynton Stout
Yandry
Ygon Farwynd
Ynys Yronwood
Yohn Farwynd
Yohn Royce
Yorkel
Yronwood
Ysilla
Ysilla Royce
Zachery Frey
Zhoe Blanetree
Zia Frey
exiles living at Ironrath
formerly Coldmoat
formerly Whitewalls
northern mountains
the Antlers
the Paps
unnamed tower
